"obs_site","ant","tag_id","run","filename","rel_site","subbasin","subbasin_name","rel_date","etype","date","count","rtype","length","transported","year","mindate","maxdate"
"ESANIS",NA,"3DD.007762748F","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recovery","2017-09-10 23:00:00",1,"W",93,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776274EF","Summer","JDI15170.BGA","BRIDGC",17070204,"Lower John Day","2015-06-19","Observation","2016-02-27 23:45:21",1,"W",142,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077627533","Summer","JDI15176.BFA","BRIDGC",17070204,"Lower John Day","2015-06-25","Observation","2016-04-29 12:28:28",1,"W",100,FALSE,NA,NA,NA
"BR0","Downstream","3DD.0077627533","Summer","JDI15176.BFA","BRIDGC",17070204,"Lower John Day","2015-06-25","Observation","2016-05-08 12:38:12",1,"W",100,FALSE,NA,NA,NA
"JDJ","FULL FLOW BYPASS","3DD.0077627533","Summer","JDI15176.BFA","BRIDGC",17070204,"Lower John Day","2015-06-25","Observation","2016-05-11 01:54:51",1,"W",100,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.0077627549","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2015-07-18 12:15:53",1,"W",107,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077627549","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Recapture","2015-09-11 11:21:00",1,"W",107,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.0077627549","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2015-10-27 15:58:56",1,"W",107,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077627562","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-06-24 10:17:00",1,"W",97,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077627584","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-06-24 10:17:00",1,"W",87,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776275A9","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-05-22 18:33:31",1,"W",135,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776275A9","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-05-27 11:19:56",1,"W",135,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776276A6","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-15 09:59:00",1,"W",120,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.00776276FD","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2015-11-11 01:07:29",1,"W",110,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.00776276FD","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Recapture","2016-01-19 08:15:00",1,"W",110,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776276FD","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2016-04-18 15:17:48",1,"W",110,FALSE,NA,NA,NA
"BR1","Upstream","3DD.00776276FD","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2016-04-19 04:13:32",1,"W",110,FALSE,NA,NA,NA
"BR0","Downstream","3DD.00776276FD","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2016-05-10 13:44:30",1,"W",110,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077627737","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-09-09 08:20:00",1,"W",159,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776278AE","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2015-04-02 19:37:01",1,"W",74,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.0077627941","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2016-04-08 21:19:53",1,"W",76,FALSE,NA,NA,NA
"BR0","Upstream","3DD.0077627941","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2016-05-06 20:10:52",1,"W",76,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077627C3C","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2015-08-07 13:44:41",1,"W",90,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077627CE1","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-06-24 10:17:00",1,"W",110,FALSE,NA,NA,NA
"BEAR2C",NA,"3DD.0077627CFF","Summer","JDI15176.BGA","BEAR2C",17070204,"Lower John Day","2015-06-25","Recapture","2015-09-23 09:00:00",1,"W",127,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077627D2D","Summer","JDI15177.BGA","BRIDGC",17070204,"Lower John Day","2015-06-26","Recapture","2015-09-09 11:24:00",1,"W",90,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077627D2D","Summer","JDI15177.BGA","BRIDGC",17070204,"Lower John Day","2015-06-26","Observation","2017-04-14 19:39:44",1,"W",90,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.0077627D2D","Summer","JDI15177.BGA","BRIDGC",17070204,"Lower John Day","2015-06-26","Observation","2017-04-25 13:58:11",2,"W",90,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077627DD3","Summer","JDI15169.BFA","BRIDGC",17070204,"Lower John Day","2015-06-18","Recapture","2015-06-19 08:26:00",1,"W",103,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077627E9E","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Recapture","2015-01-27 11:50:00",1,"W",77,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077627E9E","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-05-22 07:28:04",1,"W",77,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077627E9E","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-05-27 08:33:40",1,"W",77,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077628067","Summer","JDI15022.BFA","BRIDGC",17070204,"Lower John Day","2015-01-22","Recapture","2015-01-23 13:21:00",1,"W",130,FALSE,NA,NA,NA
"BR1","Upstream","3DD.007762806C","Summer","JDI15023.BGA","BRIDGC",17070204,"Lower John Day","2015-01-23","Observation","2015-05-21 15:34:41",1,"W",79,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762806C","Summer","JDI15023.BGA","BRIDGC",17070204,"Lower John Day","2015-01-23","Recapture","2015-06-17 12:27:00",1,"W",79,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762806C","Summer","JDI15023.BGA","BRIDGC",17070204,"Lower John Day","2015-01-23","Observation","2016-04-16 01:02:20",1,"W",79,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762806C","Summer","JDI15023.BGA","BRIDGC",17070204,"Lower John Day","2015-01-23","Observation","2016-04-17 14:38:32",1,"W",79,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.007762806C","Summer","JDI15023.BGA","BRIDGC",17070204,"Lower John Day","2015-01-23","Observation","2016-04-23 07:39:34",2,"W",79,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.00776280F4","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2015-01-23 23:37:58",1,"W",82,FALSE,NA,NA,NA
"BR1","Upstream","3DD.00776280F4","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2015-06-26 20:11:14",1,"W",82,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762810E","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2016-01-27 09:20:00",1,"W",85,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077628130","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-06-19 10:33:00",1,"W",97,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762813C","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2016-09-14 15:18:00",1,"W",80,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077628289","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-06-19 10:33:00",1,"W",103,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776282A8","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-15 09:59:00",1,"W",120,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.0077628338","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2015-08-15 11:13:24",1,"W",85,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776285CF","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-14 13:27:00",1,"W",101,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776286A5","Summer","JDI15187.BFA","BRIDGC",17070204,"Lower John Day","2015-07-06","Recapture","2016-09-28 08:26:00",1,"W",85,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.0077628867","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Recapture","2015-06-30 07:09:00",1,"W",73,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.0077628894","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-07-05 05:54:55",1,"W",80,FALSE,NA,NA,NA
"BEAR2C",NA,"3DD.0077628BED","Summer","JDI15175.BFA","BEAR2C",17070204,"Lower John Day","2015-06-24","Recapture","2015-09-23 09:00:00",1,"W",104,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077628C54","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-06-24 10:17:00",1,"W",123,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.0077628C54","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Observation","2016-05-03 09:40:46",1,"W",123,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077628CB2","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2016-04-22 03:54:52",1,"W",96,FALSE,NA,NA,NA
"BR0","Downstream","3DD.0077628CB2","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2016-05-03 17:25:58",1,"W",96,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077628EEA","Summer","JDI15031.BGA","BRIDGC",17070204,"Lower John Day","2015-01-31","Recapture","2015-06-24 10:17:00",1,"W",77,FALSE,NA,NA,NA
"BR1","Downstream","3DD.00776290A9","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Observation","2016-04-20 19:57:54",1,"W",98,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762915A","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-01-23 19:46:33",1,"W",87,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762915A","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-05-13 06:51:28",1,"W",87,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762915A","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-05-20 16:22:19",1,"W",87,FALSE,NA,NA,NA
"ESANIS",NA,"3DD.007762915A","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Recovery","2015-10-02 00:00:00",1,"W",87,FALSE,NA,NA,NA
"BR3","Downstream","3DD.00776292F9","Summer","JDI15031.BGA","BRIDGC",17070204,"Lower John Day","2015-01-31","Observation","2017-04-07 07:26:14",1,"W",73,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762930B","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Recapture","2016-01-26 13:29:00",1,"W",99,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762931C","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-14 13:27:00",1,"W",132,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077629351","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2016-06-23 13:17:00",1,"W",132,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.00776293F2","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2015-08-23 13:11:09",1,"W",96,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.00776294AA","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-03-21 13:30:54",1,"W",189,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.00776294AB","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-06-24 10:17:00",1,"W",90,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.0077629591","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-02-24 12:52:29",1,"W",87,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762970E","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-14 13:27:00",1,"W",81,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.0077629728","Summer","JDI15187.BFA","BRIDGC",17070204,"Lower John Day","2015-07-06","Recapture","2016-07-07 11:42:00",1,"W",102,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.0077629910","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2015-04-18 20:45:32",1,"W",106,FALSE,NA,NA,NA
"BR1","Downstream","3DD.0077629910","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2015-04-28 05:39:05",1,"W",106,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762A6A7","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Recapture","2015-09-09 08:20:00",1,"W",137,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.007762A755","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-05-03 14:01:27",1,"W",97,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762A7AE","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-06-19 10:33:00",1,"W",93,FALSE,NA,NA,NA
"BR3","Upstream","3DD.007762AA6C","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Observation","2015-12-25 19:57:55",1,"W",92,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762AF57","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-14 13:27:00",1,"W",87,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762B024","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-04-28 20:46:27",1,"W",72,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762B04A","Summer","JDI15030.BFB","BRIDGC",17070204,"Lower John Day","2015-01-30","Recapture","2015-01-31 11:31:00",1,"W",131,FALSE,NA,NA,NA
"BR3","Downstream","3DD.007762B04A","Summer","JDI15030.BFB","BRIDGC",17070204,"Lower John Day","2015-01-30","Observation","2015-05-21 04:46:51",1,"W",131,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762B0EF","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2016-05-22 04:25:30",1,"W",94,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762B104","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-06-24 10:17:00",1,"W",93,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762B11C","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-04-21 20:22:37",1,"W",101,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762B1C4","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2016-09-14 15:18:00",1,"W",114,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762B265","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2016-01-26 13:29:00",1,"W",87,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762B26F","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Recapture","2015-09-10 09:53:00",1,"W",100,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762B63D","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-15 09:59:00",1,"W",94,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762B69B","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Observation","2016-04-07 20:43:54",1,"W",147,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762B69B","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Observation","2016-05-02 09:55:44",1,"W",147,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007762BB71","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Recapture","2015-09-13 13:44:00",1,"W",91,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762BC45","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-09-15 09:59:00",1,"W",102,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762BD0A","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2017-06-11 06:08:32",1,"W",99,FALSE,NA,NA,NA
"BEAR2C",NA,"3DD.007762BD13","Summer","JDI15176.BGA","BEAR2C",17070204,"Lower John Day","2015-06-25","Recapture","2015-09-23 09:00:00",1,"W",108,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762BD32","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-06-19 10:33:00",1,"W",147,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762BD32","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2016-04-05 21:05:40",1,"W",147,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762BD3D","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2015-06-24 10:17:00",1,"W",116,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762BD52","Summer","JDI15177.BGA","BRIDGC",17070204,"Lower John Day","2015-06-26","Recapture","2015-09-10 12:30:00",1,"W",102,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007762BD9D","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Recapture","2015-01-23 13:07:00",1,"W",75,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762BDCF","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-01-27 02:55:23",1,"W",145,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762BDCF","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-03-27 00:53:10",1,"W",145,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762BDCF","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-04-19 21:06:35",1,"W",145,FALSE,NA,NA,NA
"BCC","15X15 FULL-FLOW ANTENNA","3DD.007762BDCF","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-05-08 10:10:08",1,"W",145,FALSE,NA,NA,NA
"BR3","Downstream","3DD.007762BE45","Summer","JDI15031.BGA","BRIDGC",17070204,"Lower John Day","2015-01-31","Observation","2015-05-21 07:38:09",1,"W",87,FALSE,NA,NA,NA
"BR2","Upstream Bridge Creek","3DD.007762BE45","Summer","JDI15031.BGA","BRIDGC",17070204,"Lower John Day","2015-01-31","Observation","2015-05-24 04:04:15",1,"W",87,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762BE45","Summer","JDI15031.BGA","BRIDGC",17070204,"Lower John Day","2015-01-31","Observation","2015-05-26 07:11:25",1,"W",87,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762BE4A","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-05-15 14:09:15",1,"W",100,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762BE4A","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Recapture","2015-07-06 05:45:00",1,"W",100,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762BE61","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Recapture","2015-09-09 08:20:00",1,"W",100,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762BE61","Summer","JDI15170.BGB","BRIDGC",17070204,"Lower John Day","2015-06-19","Observation","2016-04-24 21:15:17",1,"W",100,FALSE,NA,NA,NA
"BR2","Gable Creek","3DD.007762C261","Summer","JDI15023.GGA","GABLEC",17070204,"Lower John Day","2015-01-23","Observation","2015-09-04 03:02:33",1,"W",84,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762C303","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2016-01-27 09:20:00",1,"W",93,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762C718","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-09-10 09:53:00",1,"W",94,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762C868","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2017-04-23 04:18:10",1,"W",80,FALSE,NA,NA,NA
"B2J","RIVER EXIT","3DD.007762C868","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2017-05-09 01:26:19",2,"W",80,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762C8B2","Summer","JDI15175.BGA","BRIDGC",17070204,"Lower John Day","2015-06-24","Observation","2016-05-06 05:04:06",1,"W",94,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762C8B2","Summer","JDI15175.BGA","BRIDGC",17070204,"Lower John Day","2015-06-24","Observation","2016-05-09 08:38:14",1,"W",94,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007762C8E2","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Recapture","2015-01-23 13:07:00",1,"W",165,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762C8E2","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-04-29 06:31:11",1,"W",165,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762C98E","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Recapture","2015-06-28 04:58:00",1,"W",74,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762C992","Summer","JDI15172.BFA","BRIDGC",17070204,"Lower John Day","2015-06-21","Recapture","2017-01-19 09:13:00",1,"W",87,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762CA4D","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Observation","2015-05-19 07:12:31",1,"W",85,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762CAB6","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-06-19 10:33:00",1,"W",97,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762CB76","Summer","JDI15030.BFA","BRIDGC",17070204,"Lower John Day","2015-01-30","Observation","2015-04-20 20:41:11",1,"W",107,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762D5A4","Summer","JDI15175.BFA","BEAR2C",17070204,"Lower John Day","2015-06-24","Observation","2016-05-04 23:35:07",1,"W",105,FALSE,NA,NA,NA
"BR3","Downstream","3DD.007762D5CE","Summer","JDI15030.BFB","BRIDGC",17070204,"Lower John Day","2015-01-30","Observation","2015-03-24 06:56:23",1,"W",72,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762D6D2","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2016-04-19 05:13:12",1,"W",101,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762D6D2","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2016-05-06 22:51:04",1,"W",101,FALSE,NA,NA,NA
"JDJ","RIVER EXIT","3DD.007762D6D2","Summer","JDI15181.GGA","GABLEC",17070204,"Lower John Day","2015-06-30","Observation","2016-05-09 22:11:57",4,"W",101,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007762D6DC","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Recapture","2015-01-23 13:07:00",1,"W",90,FALSE,NA,NA,NA
"BR2","Downstream Bridge Creek","3DD.007762D724","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-03-16 01:18:31",1,"W",86,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762D724","Summer","JDI15026.BFA","BRIDGC",17070204,"Lower John Day","2015-01-26","Observation","2015-07-05 08:19:07",1,"W",86,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762D75C","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-09-10 09:53:00",1,"W",101,FALSE,NA,NA,NA
"BR1","Downstream","3DD.007762D75C","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2016-04-20 21:02:41",1,"W",101,FALSE,NA,NA,NA
"BR0","Downstream","3DD.007762D75C","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Observation","2016-05-06 21:19:47",1,"W",101,FALSE,NA,NA,NA
"BR3","Downstream","3DD.007762D7CA","Summer","JDI15030.BFB","BRIDGC",17070204,"Lower John Day","2015-01-30","Observation","2015-03-15 00:04:17",1,"W",124,FALSE,NA,NA,NA
"GABLEC",NA,"3DD.007762D81D","Summer","JDI15022.GFA","GABLEC",17070204,"Lower John Day","2015-01-22","Recapture","2015-01-23 13:07:00",1,"W",83,FALSE,NA,NA,NA
"BRIDGC",NA,"3DD.007762D842","Summer","JDI15168.BFA","BRIDGC",17070204,"Lower John Day","2015-06-17","Recapture","2015-06-19 10:33:00",1,"W",89,FALSE,NA,NA,NA
